id,id_transacao,id_produto,quantidade,preco_unitario
803,803,211,5,495.33
804,804,474,5,369.51
805,805,18,3,39.14
806,806,236,2,158.07
807,807,288,1,408.81
808,808,39,3,344.51
809,809,242,4,218.85
810,810,196,1,335.8
811,811,264,1,254.78
812,812,290,2,432.89
813,813,8,4,473.99
814,814,360,3,119.26
815,815,369,4,183.99
816,816,104,4,346.67
817,817,370,4,260.08
818,818,16,5,370.82
819,819,57,5,446.35
820,820,420,5,29.36
821,821,128,2,254.97
822,822,156,3,137.14
823,823,130,1,312.61
824,824,350,4,278.33
825,825,347,1,133.05
826,826,378,2,462.22
827,827,118,1,203.69
828,828,333,3,210.84
829,829,103,5,85.93
830,830,170,4,448.75
831,831,280,5,123.97
832,832,394,2,215.74
833,833,407,4,131.7
834,834,491,2,474.56
835,835,442,1,232.56
836,836,121,3,66.26
837,837,236,4,158.07
838,838,242,5,218.85
839,839,375,1,253.18
840,840,436,2,93.14
841,841,226,4,12.9
842,842,316,1,249.04
843,843,369,5,183.99
844,844,83,3,115.87
845,845,500,4,106.95
846,846,319,5,365.63
847,847,480,2,248.49
848,848,411,2,262.46
849,849,140,4,416.5
850,850,341,4,217.46
851,851,82,5,96.15
852,852,318,3,40.2
853,853,446,5,202.1
854,854,51,2,381.14
855,855,86,3,261.62
856,856,246,3,106.29
857,857,27,1,437.62
858,858,84,1,403.76
859,859,468,5,147.83
860,860,335,4,311.72
861,861,270,1,184.22
862,862,64,2,43.12
863,863,58,2,93.32
864,864,90,3,247.29
865,865,261,1,485.53
866,866,289,2,107.46
867,867,95,3,441.82
868,868,335,4,311.72
869,869,306,1,354.51
870,870,168,4,237.0
871,871,322,2,178.31
872,872,307,3,61.6
873,873,240,5,355.88
874,874,461,4,276.46
875,875,275,2,92.15
876,876,248,3,399.21
877,877,141,2,186.08
878,878,47,2,70.38
879,879,85,3,392.9
880,880,284,4,240.86
881,881,334,5,432.9
882,882,316,4,249.04
883,883,10,2,403.77
884,884,175,1,336.18
885,885,397,5,166.81
886,886,458,4,207.91
887,887,5,4,203.04
888,888,484,3,170.03
889,889,81,2,38.72
890,890,328,1,388.27
891,891,138,4,150.66
892,892,346,4,399.36
893,893,88,4,272.44
894,894,181,1,59.8
895,895,192,4,497.43
896,896,198,5,37.13
897,897,316,5,249.04
898,898,302,3,329.05
899,899,329,3,273.8
900,900,291,3,229.85
901,901,323,3,368.84
902,902,302,2,329.05
903,903,116,2,119.05
904,904,217,1,296.89
905,905,223,3,13.92
906,906,481,1,332.0
907,907,392,2,322.26
908,908,248,2,399.21
909,909,72,4,368.24
910,910,159,3,427.18
911,911,398,2,364.17
912,912,74,4,370.25
913,913,262,2,405.66
914,914,223,3,13.92
915,915,316,5,249.04
916,916,226,5,12.9
917,917,417,5,488.35
918,918,429,4,326.48
919,919,137,5,339.78
920,920,246,1,106.29
921,921,82,1,96.15
922,922,130,4,312.61
923,923,426,1,337.48
924,924,74,3,370.25
925,925,122,3,210.59
926,926,362,4,432.86
927,927,426,2,337.48
928,928,441,5,361.83
929,929,379,5,58.03
930,930,366,1,487.73
931,931,146,2,102.76
932,932,335,3,311.72
933,933,148,3,152.59
934,934,220,3,424.42
935,935,453,2,156.38
936,936,461,5,276.46
937,937,109,5,457.59
938,938,388,4,121.52
939,939,237,3,251.36
940,940,299,5,106.93
941,941,445,3,449.01
942,942,353,5,273.71
943,943,41,3,343.12
944,944,409,1,352.5
945,945,1,1,251.86
946,946,253,2,159.52
947,947,68,3,284.57
948,948,13,4,100.67
949,949,185,2,16.23
950,950,97,4,230.78
951,951,41,5,343.12
952,952,278,2,90.57
953,953,396,5,156.43
954,954,57,4,446.35
955,955,464,1,323.14
956,956,444,4,297.76
957,957,123,2,32.74
958,958,343,5,357.85
959,959,286,1,342.62
960,960,315,1,160.12
961,961,102,5,248.89
962,962,181,4,59.8
963,963,387,3,261.9
964,964,148,5,152.59
965,965,319,5,365.63
966,966,270,5,184.22
967,967,160,4,279.12
968,968,383,1,214.69
969,969,132,3,40.45
970,970,35,2,481.87
971,971,386,4,214.42
972,972,91,2,78.25
973,973,138,3,150.66
974,974,269,3,318.85
975,975,337,3,499.52
976,976,15,3,192.79
977,977,416,1,258.31
978,978,451,3,278.05
979,979,190,5,324.89
980,980,430,3,451.99
981,981,143,1,264.2
982,982,389,4,463.39
983,983,362,2,432.86
984,984,317,3,54.94
985,985,18,1,39.14
986,986,293,3,112.94
987,987,484,4,170.03
988,988,490,3,143.96
989,989,98,1,226.15
990,990,103,3,85.93
991,991,66,2,406.07
992,992,99,3,474.58
993,993,459,5,170.69
994,994,442,5,232.56
995,995,60,5,171.73
996,996,423,4,139.9
997,997,429,5,326.48
998,998,387,2,261.9
999,999,359,2,269.39
1000,1000,391,1,126.09
1001,1001,343,2,357.85
1002,1002,209,2,247.51
1003,1003,460,4,438.22
1004,1004,3,3,47.57
1005,1005,27,3,437.62
1006,1006,328,1,388.27
1007,1007,232,5,262.29
1008,1008,214,3,127.07
1009,1009,352,3,44.57
1010,1010,320,2,35.47
1011,1011,26,1,459.95
1012,1012,110,4,384.31
1013,1013,464,4,323.14
1014,1014,38,1,55.33
1015,1015,141,1,186.08
1016,1016,11,4,380.18
1017,1017,111,1,150.03
1018,1018,289,3,107.46
1019,1019,10,3,403.77
1020,1020,210,4,177.06
1021,1021,205,1,151.58
1022,1022,303,2,266.78
1023,1023,445,4,449.01
1024,1024,446,5,202.1
1025,1025,476,1,48.31
1026,1026,275,4,92.15
1027,1027,123,2,32.74
1028,1028,128,4,254.97
1029,1029,345,3,29.33
1030,1030,10,2,403.77
1031,1031,225,2,320.75
1032,1032,272,2,355.83
1033,1033,401,3,259.06
1034,1034,304,3,144.27
1035,1035,406,3,42.21
1036,1036,441,2,361.83
1037,1037,182,1,234.43
1038,1038,22,3,61.51
1039,1039,444,1,297.76
1040,1040,450,2,160.53
1041,1041,318,1,40.2
1042,1042,249,2,421.42
1043,1043,359,1,269.39
1044,1044,49,3,221.21
1045,1045,196,3,335.8
1046,1046,169,4,89.28
1047,1047,182,5,234.43
1048,1048,86,4,261.62
1049,1049,434,2,253.66
1050,1050,407,5,131.7
1051,1051,96,5,51.01
1052,1052,135,5,471.94
1053,1053,252,2,313.04
1054,1054,298,5,39.18
1055,1055,490,5,143.96
1056,1056,483,3,337.78
1057,1057,352,4,44.57
1058,1058,144,2,100.08
1059,1059,139,3,294.39
1060,1060,420,3,29.36
1061,1061,359,4,269.39
1062,1062,133,4,31.1
1063,1063,209,2,247.51
1064,1064,226,3,12.9
1065,1065,287,1,215.5
1066,1066,310,2,103.63
1067,1067,163,5,179.74
1068,1068,226,1,12.9
1069,1069,470,5,367.78
1070,1070,265,4,279.98
1071,1071,291,5,229.85
1072,1072,434,5,253.66
1073,1073,256,2,374.22
1074,1074,273,5,141.04
1075,1075,308,1,244.26
1076,1076,423,4,139.9
1077,1077,406,2,42.21
1078,1078,101,5,140.84
1079,1079,73,1,368.54
1080,1080,414,3,66.81
1081,1081,12,3,174.54
1082,1082,27,1,437.62
1083,1083,3,2,47.57
1084,1084,95,3,441.82
1085,1085,457,2,424.58
1086,1086,279,1,498.65
1087,1087,477,3,57.82
1088,1088,17,5,33.61
1089,1089,231,2,460.29
1090,1090,304,3,144.27
1091,1091,324,4,373.07
1092,1092,186,3,58.37
1093,1093,297,1,347.84
1094,1094,72,2,368.24
1095,1095,172,5,184.43
1096,1096,225,2,320.75
1097,1097,24,2,69.4
1098,1098,440,5,72.41
1099,1099,419,5,175.05
1100,1100,111,2,150.03
1101,1101,394,2,215.74
1102,1102,179,3,77.77
1103,1103,114,5,126.82
1104,1104,342,4,138.58
1105,1105,219,2,55.74
1106,1106,439,1,301.92
1107,1107,415,3,119.32
1108,1108,486,5,215.56
1109,1109,338,2,469.13
1110,1110,468,3,147.83
1111,1111,455,4,302.85
1112,1112,393,3,282.07
1113,1113,383,2,214.69
1114,1114,283,5,24.43
1115,1115,354,1,249.46
1116,1116,267,1,53.94
1117,1117,474,1,369.51
1118,1118,136,1,422.41
1119,1119,303,5,266.78
1120,1120,262,3,405.66
1121,1121,491,2,474.56
1122,1122,379,2,58.03
1123,1123,201,5,384.87
1124,1124,193,4,471.71
1125,1125,353,2,273.71
1126,1126,49,4,221.21
1127,1127,476,5,48.31
1128,1128,32,3,186.42
1129,1129,12,5,174.54
1130,1130,200,2,212.79
1131,1131,31,2,382.05
1132,1132,433,1,70.49
1133,1133,259,4,275.75
1134,1134,144,1,100.08
1135,1135,247,1,330.29
1136,1136,222,2,480.51
1137,1137,342,1,138.58
1138,1138,199,1,475.82
1139,1139,243,3,429.39
